Date,Time,Pond,Pond_Section,Number_FS,Picture,FS_ID,Length_cm,Biomass_mg,Notes
7/14/21,10:40,52,West,Count,Y,673,0.755,,
7/14/21,10:40,52,West,Count,Y,674,0.865,,
7/14/21,10:40,52,West,Count,Y,675,0.826,,
7/14/21,10:40,52,West,Count,Y,676,0.769,,
7/14/21,10:40,52,West,Count,Y,677,0.837,,
7/14/21,10:40,52,West,Count,Y,678,0.781,,
7/14/21,10:40,52,West,Count,Y,679,0.707,,
7/14/21,10:40,52,West,Count,Y,680,0.823,,
7/14/21,10:40,52,West,Count,Y,681,0.729,,
7/14/21,10:40,52,West,Count,Y,682,0.894,,
7/14/21,10:40,52,West,Count,Y,683,0.693,,
7/14/21,10:40,52,West,Count,Y,684,0.615,,
7/14/21,10:40,52,West,Count,Y,685,0.669,,
7/14/21,10:40,52,West,Count,Y,686,0.826,,
7/14/21,10:40,52,West,Count,Y,687,0.853,,
7/14/21,10:40,52,West,Count,Y,688,0.736,,
7/14/21,10:40,52,West,Count,Y,689,0.664,,
7/14/21,10:40,52,West,Count,Y,690,0.712,,
7/14/21,10:40,52,West,Count,Y,691,0.750,,
7/14/21,10:40,52,West,Count,Y,692,0.753,,
7/14/21,10:40,52,West,Count,Y,693,0.600,,
7/14/21,10:40,52,West,Count,Y,694,0.713,,
7/14/21,10:40,52,West,Count,Y,695,0.809,,
7/14/21,10:40,52,West,Count,Y,696,0.653,,
7/14/21,10:40,52,West,Count,Y,697,0.749,,
7/14/21,10:40,52,West,Count,Y,698,0.722,,
7/14/21,10:40,52,West,Count,Y,699,0.675,,
7/14/21,10:40,52,West,Count,Y,700,0.694,,
7/14/21,10:40,52,West,Count,Y,701,0.853,,
7/14/21,10:40,52,West,Count,Y,702,0.757,,
7/14/21,10:40,52,West,Count,Y,703,0.776,,
7/14/21,10:40,52,West,Count,Y,704,0.866,,
7/14/21,10:40,52,West,Count,Y,705,0.758,,
7/14/21,10:40,52,West,Count,Y,706,0.780,,
7/14/21,10:40,52,West,Count,Y,707,0.823,,
7/14/21,10:40,52,West,Count,Y,708,0.695,,
7/14/21,10:40,52,West,Count,Y,709,0.858,,
7/14/21,10:40,52,West,Count,Y,710,0.705,,
7/14/21,10:40,52,West,Count,Y,711,0.763,,
7/14/21,10:40,52,West,Count,Y,712,0.837,,
7/14/21,10:40,52,West,Count,Y,713,0.714,,
7/14/21,10:40,52,West,Count,Y,714,0.653,,
7/14/21,10:40,52,West,Count,Y,715,0.723,,
7/14/21,10:40,52,West,Count,Y,716,0.779,,
7/14/21,10:40,52,West,Count,Y,717,0.685,,
7/14/21,10:40,52,West,Count,Y,718,0.692,,
7/14/21,10:40,52,West,Count,Y,719,0.689,,
7/14/21,10:40,52,West,Count,Y,720,0.826,,
7/14/21,10:40,52,West,Count,Y,721,0.596,,
7/14/21,10:40,52,West,Count,Y,722,0.717,,
7/14/21,10:40,52,West,Count,Y,723,0.781,,
7/14/21,10:40,52,West,Count,Y,724,0.698,,
7/14/21,10:40,52,West,Count,Y,725,0.820,,
7/14/21,10:40,52,West,Count,Y,726,0.762,,
7/14/21,10:40,52,West,Count,Y,727,0.776,,
7/14/21,10:40,52,West,Count,Y,728,0.865,,
7/14/21,10:40,52,West,Count,Y,729,0.743,,
7/14/21,10:40,52,West,Count,Y,730,0.739,,
7/14/21,10:40,52,West,Count,Y,731,0.694,,
7/14/21,10:40,52,West,Count,Y,732,0.658,,
7/14/21,10:40,52,West,Count,Y,733,0.767,,
7/14/21,10:40,52,West,Count,Y,734,0.673,,
7/14/21,10:40,52,West,Count,Y,735,0.758,,
7/14/21,10:40,52,West,Count,Y,736,0.820,,
7/14/21,10:40,52,West,Count,Y,737,0.782,,
7/14/21,10:40,52,West,Count,Y,738,0.711,,
7/14/21,10:40,52,West,Count,Y,739,0.712,,
7/14/21,10:40,52,West,Count,Y,740,0.800,,
7/14/21,10:40,52,West,Count,Y,741,0.676,,
7/14/21,10:40,52,West,Count,Y,742,0.614,,
7/14/21,10:40,52,West,Count,Y,743,0.500,,
7/14/21,10:40,52,West,Count,Y,744,0.578,,
7/14/21,10:40,52,West,Count,Y,745,0.634,,
7/14/21,10:40,52,West,Count,Y,746,0.593,,
7/14/21,10:40,52,West,Count,Y,747,0.719,,
7/14/21,10:40,52,West,Count,Y,748,0.781,,
7/14/21,10:40,52,West,Count,Y,749,0.669,,
7/14/21,10:40,52,West,Count,Y,750,0.575,,
7/14/21,10:40,52,West,Count,Y,751,0.841,,
7/14/21,10:40,52,West,Count,Y,752,0.585,,
7/14/21,10:40,52,West,Count,Y,753,0.693,,
7/14/21,10:40,52,West,Count,Y,754,0.686,,
7/14/21,10:40,52,West,Count,Y,755,0.796,,
7/14/21,10:40,52,West,Count,Y,756,0.617,,
7/14/21,10:40,52,West,Count,Y,757,0.886,,
7/14/21,10:40,52,West,Count,Y,758,0.781,,
7/14/21,10:40,52,West,Count,Y,759,0.694,,
7/14/21,10:40,52,West,Count,Y,760,0.618,,
7/14/21,10:40,52,West,Count,Y,761,0.531,,
7/14/21,10:40,52,West,Count,Y,762,0.676,,
7/14/21,10:40,52,West,Count,Y,763,0.756,,
7/14/21,10:40,52,West,Count,Y,764,0.673,,
7/14/21,10:40,52,West,Count,Y,765,0.664,,
7/14/21,10:40,52,West,Count,Y,766,0.737,,
7/14/21,10:40,52,West,Count,Y,767,0.653,,
7/14/21,10:40,52,West,Count,Y,768,0.622,,
7/14/21,10:40,52,West,Count,Y,769,0.698,,
7/14/21,10:40,52,West,Count,Y,770,0.601,,
7/14/21,10:40,52,West,Count,Y,771,0.736,,
7/14/21,10:40,52,West,Count,Y,772,0.712,,
7/14/21,10:40,52,West,Count,Y,773,0.733,,
7/14/21,10:40,52,West,Count,Y,774,0.698,,
7/14/21,10:40,52,West,Count,Y,775,0.693,,
7/14/21,10:40,52,West,Count,Y,776,0.774,,
7/14/21,10:40,52,West,Count,Y,777,0.622,,
7/14/21,10:40,52,West,Count,Y,778,0.691,,
7/14/21,10:40,52,West,Count,Y,779,0.810,,
7/14/21,10:40,52,West,Count,Y,780,0.721,,
7/14/21,10:40,52,West,Count,Y,781,0.819,,
7/14/21,10:40,52,West,Count,Y,782,0.653,,
7/14/21,10:40,52,West,Count,Y,783,0.739,,
7/14/21,10:40,52,West,Count,Y,784,0.685,,
7/14/21,10:40,52,West,Count,Y,785,0.719,,
7/14/21,10:40,52,West,Count,Y,786,0.512,,
7/14/21,10:40,52,West,Count,Y,787,0.748,,
7/14/21,10:40,52,West,Count,Y,788,0.829,,
7/14/21,10:40,52,West,Count,Y,789,0.685,,
7/14/21,10:40,52,West,Count,Y,790,0.614,,
7/14/21,10:40,52,West,Count,Y,791,0.773,,
7/14/21,10:40,52,West,Count,Y,792,0.713,,
7/14/21,10:40,52,West,Count,Y,793,0.695,,
7/14/21,10:40,52,West,Count,Y,794,0.553,,
7/14/21,10:40,52,West,Count,Y,795,0.684,,
7/14/21,10:40,52,West,Count,Y,796,0.686,,
7/14/21,10:40,52,West,Count,Y,797,0.713,,
7/14/21,10:40,52,West,Count,Y,798,0.826,,
7/14/21,10:40,52,West,Count,Y,799,0.657,,
7/14/21,10:40,52,West,Count,Y,800,0.705,,
7/14/21,10:40,52,West,Count,Y,801,0.860,,
7/14/21,10:40,52,West,Count,Y,802,0.739,,
7/14/21,10:40,52,West,Count,Y,803,0.685,,
7/14/21,10:40,52,West,Count,Y,804,0.695,,
7/14/21,10:40,52,West,Count,Y,805,0.740,,
7/14/21,10:40,52,West,Count,Y,806,0.673,,
7/14/21,10:40,52,West,Count,Y,807,0.658,,
7/14/21,10:40,52,West,Count,Y,808,0.837,,
7/14/21,10:40,52,West,Count,Y,809,0.633,,
7/14/21,10:40,52,West,Count,Y,810,0.617,,
7/14/21,10:40,52,West,Count,Y,811,0.653,,
7/14/21,10:40,52,West,Count,Y,812,0.592,,
7/14/21,10:40,52,West,Count,Y,813,0.694,,
7/14/21,10:40,52,West,Count,Y,814,0.833,,
7/14/21,10:40,52,West,Count,Y,815,0.641,,
7/14/21,10:40,52,West,Count,Y,816,0.714,,
7/14/21,10:40,52,West,Count,Y,817,0.821,,
7/14/21,10:40,52,West,Count,Y,818,0.613,,
7/14/21,10:40,52,West,Count,Y,819,0.779,,
7/14/21,10:40,52,West,Count,Y,820,0.737,,
7/14/21,10:40,52,West,Count,Y,821,0.708,,
7/14/21,10:40,52,West,Count,Y,822,0.613,,
7/14/21,10:40,52,West,Count,Y,823,0.575,,
7/14/21,10:40,52,West,Count,Y,824,0.725,,
7/14/21,10:40,52,West,Count,Y,825,0.820,,
7/14/21,10:40,52,West,Count,Y,826,0.678,,
7/14/21,10:40,52,West,Count,Y,827,0.626,,
7/14/21,10:40,52,West,Count,Y,828,0.539,,
7/14/21,10:40,52,West,Count,Y,829,0.699,,
7/14/21,10:40,52,West,Count,Y,830,0.701,,
7/14/21,10:40,52,West,Count,Y,831,0.698,,
7/14/21,10:40,52,West,Count,Y,832,0.658,,
7/14/21,10:40,52,West,Count,Y,833,0.861,,
7/14/21,10:40,52,West,Count,Y,834,0.777,,
7/14/21,10:40,52,West,Count,Y,835,0.592,,
7/14/21,10:40,52,West,Count,Y,836,0.715,,
7/14/21,10:40,52,West,Count,Y,837,0.718,,
7/14/21,10:40,52,West,Count,Y,838,0.649,,
7/14/21,10:40,52,West,Count,Y,839,0.703,,
7/14/21,10:40,52,West,Count,Y,840,0.685,,
7/14/21,10:40,52,West,Count,Y,841,0.633,,
7/14/21,10:40,52,West,Count,Y,842,0.861,,
7/14/21,10:40,52,West,Count,Y,843,0.607,,
7/14/21,10:40,52,West,Count,Y,844,0.653,,
7/14/21,10:40,52,West,Count,Y,845,0.657,,
7/14/21,10:40,52,West,Count,Y,846,0.782,,
7/14/21,10:40,52,West,Count,Y,847,0.784,,
7/14/21,10:40,52,West,Count,Y,848,0.674,,
7/14/21,10:40,52,West,Count,Y,849,0.604,,
7/14/21,10:40,52,West,Count,Y,850,0.638,,
7/14/21,10:40,52,West,Count,Y,851,0.793,,
7/14/21,10:40,52,West,Count,Y,852,0.589,,
7/14/21,10:40,52,West,Count,Y,853,0.606,,
7/14/21,10:40,52,West,Count,Y,854,0.793,,
7/14/21,10:40,52,West,Count,Y,855,0.755,,
7/14/21,10:40,52,West,Count,Y,856,0.693,,
7/14/21,10:40,52,West,Count,Y,857,0.573,,
7/14/21,10:40,52,West,Count,Y,858,0.717,,
7/14/21,10:40,52,West,Count,Y,859,0.755,,
7/14/21,10:40,52,West,Count,Y,860,0.722,,
7/14/21,10:40,52,West,Count,Y,861,0.638,,
7/14/21,10:40,52,West,Count,Y,862,0.694,,
7/14/21,10:40,52,West,Count,Y,863,0.668,,
7/14/21,10:40,52,West,Count,Y,864,0.784,,
7/14/21,10:40,52,West,Count,Y,865,0.620,,
7/14/21,10:40,52,West,Count,Y,866,0.763,,
7/14/21,10:40,52,West,Count,Y,867,0.651,,
7/14/21,10:40,52,West,Count,Y,868,0.725,,
7/14/21,10:40,52,West,Count,Y,869,0.633,,
7/14/21,10:40,52,West,Count,Y,870,0.622,,
7/14/21,10:40,52,West,Count,Y,871,0.511,,
7/14/21,10:40,52,West,Count,Y,872,0.724,,
7/14/21,10:40,52,West,Count,Y,873,0.567,,
7/14/21,10:40,52,West,Count,Y,874,0.548,,
7/14/21,10:40,52,West,Count,Y,875,0.681,,
7/14/21,10:40,52,West,Count,Y,876,0.736,,
7/14/21,10:40,52,West,Count,Y,877,0.659,,
7/14/21,10:40,52,West,Count,Y,878,0.719,,
7/14/21,10:40,52,West,Count,Y,879,0.736,,
7/14/21,10:40,52,West,Count,Y,880,0.621,,
7/14/21,10:40,52,West,Count,Y,881,0.624,,
7/14/21,10:40,52,West,Count,Y,882,0.622,,
7/14/21,10:40,52,West,Count,Y,883,0.693,,
7/14/21,10:40,52,West,Count,Y,884,0.694,,
7/14/21,10:40,52,West,Count,Y,885,0.680,,
7/14/21,10:40,52,West,Count,Y,886,0.676,,
7/14/21,10:40,52,West,Count,Y,887,0.762,,
7/14/21,10:40,52,West,Count,Y,888,0.757,,
7/14/21,10:40,52,West,Count,Y,889,0.725,,
7/14/21,10:40,52,West,Count,Y,890,0.831,,
7/14/21,10:40,52,North,Count,Y,1,0.672,,Net half out of water for last 2 meters of tow
7/14/21,10:40,52,North,Count,Y,2,0.746,,
7/14/21,10:40,52,North,Count,Y,3,0.773,,
7/14/21,10:40,52,North,Count,Y,4,0.788,,
7/14/21,10:40,52,North,Count,Y,5,0.745,,
7/14/21,10:40,52,North,Count,Y,6,0.677,,
7/14/21,10:40,52,North,Count,Y,7,0.720,,
7/14/21,10:40,52,North,Count,Y,8,0.713,,
7/14/21,10:40,52,North,Count,Y,9,0.761,,
7/14/21,10:40,52,North,Count,Y,10,0.783,,
7/14/21,10:40,52,North,Count,Y,11,0.832,,
7/14/21,10:40,52,North,Count,Y,12,0.807,,
7/14/21,10:40,52,North,Count,Y,13,0.728,,
7/14/21,10:40,52,North,Count,Y,14,0.550,,
7/14/21,10:40,52,North,Count,Y,15,0.739,,
7/14/21,10:40,52,North,Count,Y,16,0.602,,
7/14/21,10:40,52,North,Count,Y,17,0.708,,
7/14/21,10:40,52,North,Count,Y,18,0.709,,
7/14/21,10:40,52,North,Count,Y,19,0.717,,
7/14/21,10:40,52,North,Count,Y,20,0.663,,
7/14/21,10:40,52,North,Count,Y,21,0.753,,
7/14/21,10:40,52,North,Count,Y,22,0.719,,
7/14/21,10:40,52,North,Count,Y,23,0.776,,
7/14/21,10:40,52,North,Count,Y,24,0.632,,
7/14/21,10:40,52,North,Count,Y,25,0.722,,
7/14/21,10:40,52,North,Count,Y,26,0.611,,
7/14/21,10:40,52,North,Count,Y,27,0.700,,
7/14/21,10:40,52,North,Count,Y,28,0.808,,
7/14/21,10:40,52,North,Count,Y,29,0.858,,
7/14/21,10:40,52,North,Count,Y,30,0.717,,
7/14/21,10:40,52,North,Count,Y,31,0.713,,
7/14/21,10:40,52,North,Count,Y,32,0.764,,
7/14/21,10:40,52,North,Count,Y,33,0.835,,
7/14/21,10:40,52,North,Count,Y,34,0.687,,
7/14/21,10:40,52,North,Count,Y,35,0.659,,
7/14/21,10:40,52,North,Count,Y,36,0.702,,
7/14/21,10:40,52,North,Count,Y,37,0.673,,
7/14/21,10:40,52,North,Count,Y,38,0.868,,
7/14/21,10:40,52,North,Count,Y,39,0.694,,
7/14/21,10:40,52,North,Count,Y,40,0.693,,
7/14/21,10:40,52,North,Count,Y,41,0.621,,
7/14/21,10:40,52,North,Count,Y,42,0.647,,
7/14/21,10:40,52,North,Count,Y,43,0.653,,
7/14/21,10:40,52,North,Count,Y,44,0.730,,
7/14/21,10:40,52,North,Count,Y,45,0.717,,
7/14/21,10:40,52,North,Count,Y,46,0.614,,
7/14/21,10:40,52,North,Count,Y,47,0.713,,
7/14/21,10:40,52,North,Count,Y,48,0.781,,
7/14/21,10:40,52,North,Count,Y,49,0.702,,
7/14/21,10:40,52,North,Count,Y,50,0.772,,
7/14/21,10:40,52,North,Count,Y,51,0.708,,
7/14/21,10:40,52,North,Count,Y,52,0.813,,
7/14/21,10:40,52,North,Count,Y,53,0.672,,
7/14/21,10:40,52,North,Count,Y,54,0.577,,
7/14/21,10:40,52,North,Count,Y,55,0.588,,
7/14/21,10:40,52,North,Count,Y,56,0.677,,
7/14/21,10:40,52,North,Count,Y,57,0.746,,
7/14/21,10:40,52,North,Count,Y,58,0.638,,
7/14/21,10:40,52,North,Count,Y,59,0.708,,
7/14/21,10:40,52,North,Count,Y,60,0.879,,
7/14/21,10:40,52,North,Count,Y,61,0.908,,
7/14/21,10:40,52,North,Count,Y,62,0.834,,
7/14/21,10:40,52,North,Count,Y,63,0.785,,
7/14/21,10:40,52,North,Count,Y,64,0.682,,
7/14/21,10:40,52,North,Count,Y,65,0.700,,
7/14/21,10:40,52,North,Count,Y,66,0.875,,
7/14/21,10:40,52,North,Count,Y,67,0.725,,
7/14/21,10:40,52,North,Count,Y,68,0.708,,
7/14/21,10:40,52,North,Count,Y,69,0.680,,
7/14/21,10:40,52,North,Count,Y,70,0.719,,
7/14/21,10:40,52,North,Count,Y,71,0.756,,
7/14/21,10:40,52,North,Count,Y,72,0.770,,
7/14/21,10:40,52,North,Count,Y,73,0.730,,
7/14/21,10:40,52,North,Count,Y,74,0.735,,
7/14/21,10:40,52,North,Count,Y,75,0.791,,
7/14/21,10:40,52,North,Count,Y,76,0.773,,
7/14/21,10:40,52,North,Count,Y,77,0.674,,
7/14/21,10:40,52,North,Count,Y,78,0.730,,
7/14/21,10:40,52,North,Count,Y,79,0.817,,
7/14/21,10:40,52,North,Count,Y,80,0.779,,
7/14/21,10:40,52,North,Count,Y,81,0.697,,
7/14/21,10:40,52,North,Count,Y,82,0.770,,
7/14/21,10:40,52,North,Count,Y,83,0.693,,
7/14/21,10:40,52,North,Count,Y,84,0.845,,
7/14/21,10:40,52,North,Count,Y,85,0.806,,
7/14/21,10:40,52,North,Count,Y,86,0.655,,
7/14/21,10:40,52,North,Count,Y,87,0.595,,
7/14/21,10:40,52,North,Count,Y,88,0.707,,
7/14/21,10:40,52,North,Count,Y,89,0.730,,
7/14/21,10:40,52,North,Count,Y,90,0.801,,
7/14/21,10:40,52,North,Count,Y,91,0.676,,
7/14/21,10:40,52,North,Count,Y,92,0.710,,
7/14/21,10:40,52,North,Count,Y,93,0.674,,
7/14/21,10:40,52,North,Count,Y,94,0.826,,
7/14/21,10:40,52,North,Count,Y,95,0.815,,
7/14/21,10:40,52,North,Count,Y,96,0.717,,
7/14/21,10:40,52,North,Count,Y,97,0.845,,
7/14/21,10:40,52,North,Count,Y,98,0.714,,
7/14/21,10:40,52,North,Count,Y,99,0.802,,
7/14/21,10:40,52,North,Count,Y,100,0.788,,
7/14/21,10:40,52,North,Count,Y,101,0.746,,
7/14/21,10:40,52,North,Count,Y,102,0.808,,
7/14/21,10:40,52,North,Count,Y,103,0.842,,
7/14/21,10:40,52,North,Count,Y,104,0.744,,
7/14/21,10:40,52,North,Count,Y,105,0.751,,
7/14/21,10:40,52,North,Count,Y,106,0.788,,
7/14/21,10:40,52,North,Count,Y,107,0.835,,
7/14/21,10:40,52,North,Count,Y,108,0.751,,
7/14/21,10:40,52,North,Count,Y,109,0.739,,
7/14/21,10:40,52,North,Count,Y,110,0.842,,
7/14/21,10:40,52,North,Count,Y,111,0.681,,
7/14/21,10:40,52,North,Count,Y,112,0.773,,
7/14/21,10:40,52,North,Count,Y,113,0.742,,
7/14/21,10:40,52,North,Count,Y,114,0.752,,
7/14/21,10:40,52,North,Count,Y,115,0.756,,
7/14/21,10:40,52,North,Count,Y,116,0.796,,
7/14/21,10:40,52,North,Count,Y,117,0.797,,
7/14/21,10:40,52,North,Count,Y,118,0.717,,
7/14/21,10:40,52,North,Count,Y,119,0.772,,
7/14/21,10:40,52,North,Count,Y,120,0.707,,
7/14/21,10:40,52,North,Count,Y,121,0.656,,
7/14/21,10:40,52,North,Count,Y,122,0.710,,
7/14/21,10:40,52,North,Count,Y,123,0.659,,
7/14/21,10:40,52,North,Count,Y,124,0.751,,
7/14/21,10:40,52,North,Count,Y,125,0.720,,
7/14/21,10:40,52,North,Count,Y,126,0.654,,
7/14/21,10:40,52,North,Count,Y,127,0.664,,
7/14/21,10:40,52,North,Count,Y,128,0.820,,
7/14/21,10:40,52,North,Count,Y,129,0.864,,
7/14/21,10:40,52,North,Count,Y,130,0.725,,
7/14/21,10:40,52,North,Count,Y,131,0.761,,
7/14/21,10:40,52,North,Count,Y,132,0.708,,
7/14/21,10:40,52,North,Count,Y,133,0.664,,
7/14/21,10:40,52,North,Count,Y,134,0.687,,
7/14/21,10:40,52,North,Count,Y,135,0.734,,
7/14/21,10:40,52,North,Count,Y,136,0.852,,
7/14/21,10:40,52,North,Count,Y,137,0.683,,
7/14/21,10:40,52,North,Count,Y,138,0.638,,
7/14/21,10:40,52,North,Count,Y,139,0.764,,
7/14/21,10:40,52,North,Count,Y,140,0.781,,
7/14/21,10:40,52,North,Count,Y,141,0.814,,
7/14/21,10:40,52,North,Count,Y,142,0.734,,
7/14/21,10:40,52,North,Count,Y,143,0.660,,
7/14/21,10:40,52,North,Count,Y,144,0.639,,
7/14/21,10:40,52,North,Count,Y,145,0.604,,
7/14/21,10:40,52,North,Count,Y,146,0.814,,
7/14/21,10:40,52,North,Count,Y,147,0.701,,
7/14/21,10:40,52,North,Count,Y,148,0.578,,
7/14/21,10:40,52,North,Count,Y,149,0.761,,
7/14/21,10:40,52,North,Count,Y,150,0.638,,
7/14/21,10:40,52,North,Count,Y,151,0.774,,
7/14/21,10:40,52,North,Count,Y,152,0.673,,
7/14/21,10:40,52,North,Count,Y,153,0.756,,
7/14/21,10:40,52,North,Count,Y,154,0.681,,
7/14/21,10:40,52,North,Count,Y,155,0.773,,
7/14/21,10:40,52,North,Count,Y,156,0.658,,
7/14/21,10:40,52,North,Count,Y,157,0.781,,
7/14/21,10:40,52,North,Count,Y,158,0.801,,
7/14/21,10:40,52,North,Count,Y,159,0.820,,
7/14/21,10:40,52,North,Count,Y,160,0.774,,
7/14/21,10:40,52,North,Count,Y,161,0.805,,
7/14/21,10:40,52,North,Count,Y,162,0.611,,
7/14/21,10:40,52,North,Count,Y,163,0.825,,
7/14/21,10:40,52,North,Count,Y,164,0.550,,
7/14/21,10:40,52,North,Count,Y,165,0.653,,
7/14/21,10:40,52,North,Count,Y,166,0.639,,
7/14/21,10:40,52,North,Count,Y,167,0.719,,
7/14/21,10:40,52,North,Count,Y,168,0.778,,
7/14/21,10:40,52,North,Count,Y,169,0.677,,
7/14/21,10:40,52,North,Count,Y,170,0.779,,
7/14/21,10:40,52,North,Count,Y,171,0.835,,
7/14/21,10:40,52,North,Count,Y,172,0.616,,
7/14/21,10:40,52,North,Count,Y,173,0.715,,
7/14/21,10:40,52,North,Count,Y,174,0.665,,
7/14/21,10:40,52,North,Count,Y,175,0.605,,
7/14/21,10:40,52,North,Count,Y,176,0.744,,
7/14/21,10:40,52,North,Count,Y,177,0.734,,
7/14/21,10:40,52,North,Count,Y,178,0.688,,
7/14/21,10:40,52,North,Count,Y,179,0.701,,
7/14/21,10:40,52,North,Count,Y,180,0.758,,
7/14/21,10:40,52,North,Count,Y,181,0.726,,
7/14/21,10:40,52,North,Count,Y,182,0.626,,
7/14/21,10:40,52,North,Count,Y,183,0.781,,
7/14/21,10:40,52,North,Count,Y,184,0.826,,
7/14/21,10:40,52,North,Count,Y,185,0.720,,
7/14/21,10:40,52,North,Count,Y,186,0.753,,
7/14/21,10:40,52,North,Count,Y,187,0.921,,
7/14/21,10:40,52,North,Count,Y,188,0.739,,
7/14/21,10:40,52,North,Count,Y,189,0.730,,
7/14/21,10:40,52,North,Count,Y,190,0.712,,
7/14/21,10:40,52,North,Count,Y,191,0.715,,
7/14/21,10:40,52,North,Count,Y,192,0.859,,
7/14/21,10:40,52,North,Count,Y,193,0.812,,
7/14/21,10:40,52,North,Count,Y,194,0.831,,
7/14/21,10:40,52,North,Count,Y,195,0.754,,
7/14/21,10:40,52,North,Count,Y,196,0.686,,
7/14/21,10:40,52,North,Count,Y,197,0.560,,
7/14/21,10:40,52,North,Count,Y,198,0.745,,
7/14/21,10:40,52,North,Count,Y,199,0.757,,
7/14/21,10:40,52,North,Count,Y,200,0.783,,
7/14/21,10:40,52,North,Count,Y,201,0.739,,
7/14/21,10:40,52,North,Count,Y,202,0.756,,
7/14/21,10:40,52,North,Count,Y,203,0.674,,
7/14/21,10:40,52,North,Count,Y,204,0.788,,
7/14/21,10:40,52,North,Count,Y,205,0.712,,
7/14/21,10:40,52,North,Count,Y,206,0.630,,
7/14/21,10:40,52,North,Count,Y,207,0.920,,
7/14/21,10:40,52,North,Count,Y,208,0.983,,
7/14/21,10:40,52,North,Count,Y,209,0.672,,
7/14/21,10:40,52,North,Count,Y,210,0.895,,
7/14/21,10:40,52,North,Count,Y,211,0.813,,
7/14/21,10:40,52,North,Count,Y,212,0.771,,
7/14/21,10:40,52,North,Count,Y,213,0.857,,
7/14/21,10:40,52,North,Count,Y,214,0.674,,
7/14/21,10:40,52,North,Count,Y,215,0.690,,
7/14/21,10:40,52,North,Count,Y,216,0.659,,
7/14/21,10:40,52,North,Count,Y,217,0.797,,
7/14/21,10:40,52,North,Count,Y,218,0.697,,
7/14/21,10:40,52,North,Count,Y,219,0.739,,
7/14/21,10:40,52,North,Count,Y,220,0.736,,
7/14/21,10:40,52,North,Count,Y,221,0.732,,
7/14/21,10:40,52,North,Count,Y,222,0.654,,
7/14/21,10:40,52,North,Count,Y,223,0.764,,
7/14/21,10:40,52,North,Count,Y,224,0.690,,
7/14/21,10:40,52,North,Count,Y,225,0.618,,
7/14/21,10:40,52,North,Count,Y,226,0.639,,
7/14/21,10:40,52,North,Count,Y,227,0.554,,
7/14/21,10:40,52,North,Count,Y,228,0.772,,
7/14/21,10:40,52,North,Count,Y,229,0.857,,
7/14/21,10:40,52,North,Count,Y,230,0.748,,
7/14/21,10:40,52,North,Count,Y,231,0.814,,
7/14/21,10:40,52,North,Count,Y,232,0.776,,
7/14/21,10:40,52,North,Count,Y,233,0.599,,
7/14/21,10:40,52,North,Count,Y,234,0.557,,
7/14/21,10:40,52,North,Count,Y,235,0.739,,
7/14/21,10:40,52,North,Count,Y,236,0.644,,
7/14/21,10:40,52,North,Count,Y,237,0.637,,
7/14/21,10:40,52,North,Count,Y,238,0.644,,
7/14/21,10:40,52,North,Count,Y,239,0.745,,
7/14/21,10:40,52,North,Count,Y,240,0.788,,
7/14/21,10:40,52,North,Count,Y,241,0.730,,
7/14/21,10:40,52,North,Count,Y,242,0.745,,
7/14/21,10:40,52,North,Count,Y,243,0.710,,
7/14/21,10:40,52,North,Count,Y,244,0.700,,
7/14/21,10:40,52,North,Count,Y,245,0.702,,
7/14/21,10:40,52,North,Count,Y,246,0.691,,
7/14/21,10:40,52,North,Count,Y,247,0.674,,
7/14/21,10:40,52,North,Count,Y,248,0.749,,
7/14/21,10:40,52,North,Count,Y,249,0.694,,
7/14/21,10:40,52,North,Count,Y,250,0.773,,
7/14/21,10:40,52,North,Count,Y,251,0.655,,
7/14/21,10:40,52,North,Count,Y,252,0.703,,
7/14/21,10:40,52,North,Count,Y,253,0.595,,
7/14/21,10:40,52,North,Count,Y,254,0.859,,
7/14/21,10:40,52,North,Count,Y,255,0.725,,
7/14/21,10:40,52,North,Count,Y,256,0.693,,
7/14/21,10:40,52,North,Count,Y,257,0.625,,
7/14/21,10:40,52,North,Count,Y,258,0.688,,
7/14/21,10:40,52,North,Count,Y,259,0.676,,
7/14/21,10:40,52,North,Count,Y,260,0.708,,
7/14/21,10:40,52,North,Count,Y,261,0.929,,
7/14/21,10:40,52,North,Count,Y,262,0.795,,
7/14/21,10:40,52,North,Count,Y,263,0.889,,
7/14/21,10:40,52,North,Count,Y,264,0.715,,
7/14/21,10:40,52,North,Count,Y,265,0.916,,
7/14/21,10:40,52,North,Count,Y,266,0.900,,
7/14/21,10:40,52,North,Count,Y,267,0.840,,
7/14/21,10:40,52,North,Count,Y,268,0.582,,
7/14/21,10:40,52,North(2),Count,Y,1,0.684,,
7/14/21,10:40,52,North(2),Count,Y,2,0.686,,
7/14/21,10:40,52,North(2),Count,Y,3,0.606,,
7/14/21,10:40,52,North(2),Count,Y,4,0.690,,
7/14/21,10:40,52,North(2),Count,Y,5,0.743,,
7/14/21,10:40,52,North(2),Count,Y,6,0.917,,
7/14/21,10:40,52,North(2),Count,Y,7,0.938,,
7/14/21,10:40,52,North(2),Count,Y,8,0.739,,
7/14/21,10:40,52,North(2),Count,Y,9,0.752,,
7/14/21,10:40,52,North(2),Count,Y,10,0.784,,
