"","DATEOFYEAR","Year","INDIV_ID","INDIV_ID_Year","MORPH","POND","COHORT","SEX","WEIGHT","SVL","SVL_fit","SVL_fit_lwr","SVL_fit_upr","SVL_residual","SVL_residual_mean"
"1336",2010-07-03,2010,"2010B","2010B_2010","Meta","8",1999,"Female",17,85,91.6828692629344,91.3313131285585,92.0208593755057,-6.68286926293436,-5.19975638223764
"1337",2009-07-15,2009,"213A","213A_2009","Meta","8",1998,"Female",30.5,89,91.6828692629344,91.3313131285585,92.0208593755057,-2.68286926293436,-2.25727802095577
"1338",2010-07-19,2010,"2010B","2010B_2010","Meta","8",1999,"Female",23.9,85,91.6828692629344,91.3313131285585,92.0208593755057,-6.68286926293436,-5.19975638223764
"1339",2010-06-28,2010,"1010B","1010B_2010","Meta","8",1999,"Male",17,91,91.6828692629344,91.3313131285585,92.0208593755057,-0.682869262934361,-0.880143738821937
"1340",2009-07-16,2009,"92D","92D_2009","Meta","11",1998,"Male",26.8,91,91.6828692629344,91.3313131285585,92.0208593755057,-0.682869262934361,2.40375601145166
"1341",2010-07-16,2010,"3044","3044_2010","Meta","13",1999,"Female",20.7,79,91.6828692629344,91.3313131285585,92.0208593755057,-12.6828692629344,-11.8999623036143
"1342",2009-07-28,2009,"7020A","7020A_2009","Meta","11",1998,"Male",36.97,99,91.6828692629344,91.3313131285585,92.0208593755057,7.31713073706564,2.21231959443907
"1343",2011-07-13,2011,"2500E","2500E_2011","Meta","9",2000,"Male",33.4,103,91.6828692629344,91.3313131285585,92.0208593755057,11.3171307370656,7.16914196989002
"1344",2010-07-19,2010,"1010B","1010B_2010","Meta","8",1999,"Male",23.7,91,91.6828692629344,91.3313131285585,92.0208593755057,-0.682869262934361,-0.880143738821937
"1345",1999-06-22,1999,"982","982_1999","Meta","12",1988,"Male",17.6,92,91.6828692629344,91.3313131285585,92.0208593755057,0.317130737065639,-4.47504192046813
"1346",2009-07-08,2009,"120D","120D_2009","Meta","8",1998,"Female",30.87,98,91.6828692629344,91.3313131285585,92.0208593755057,6.31713073706564,5.12629960117784
"1347",2011-07-06,2011,"4350645946","4350645946_2011","Meta","12",2000,"Female",24,94,91.6828692629344,91.3313131285585,92.0208593755057,2.31713073706564,-0.750493841337165
"1348",1999-06-30,1999,"623A","623A_1999","Meta","12",1988,"Female",32.4,100,91.6828692629344,91.3313131285585,92.0208593755057,8.31713073706564,8.13491949953683
"1349",2010-07-19,2010,"9094","9094_2010","Meta","9",1999,"Female",18.4,92,91.6828692629344,91.3313131285585,92.0208593755057,0.317130737065639,-2.00967466179028
"1350",2010-06-28,2010,"2070A","2070A_2010","Meta","8",1999,"Female",19.6,89,91.6828692629344,91.3313131285585,92.0208593755057,-2.68286926293436,-4.68966144756625
"1351",2010-07-03,2010,"1042B","1042B_2010","Meta","8",1999,"Female",30.8,92,91.6828692629344,91.3313131285585,92.0208593755057,0.317130737065639,0.0921622000441232
"1352",2009-07-27,2009,"434F5B482B","434F5B482B_2009","Meta","8",1998,"Female",31.31,95,91.6828692629344,91.3313131285585,92.0208593755057,3.31713073706564,2.31713073706564
"1353",1999-07-28,1999,"982","982_1999","Meta","11",1988,"Male",27,90,91.6828692629344,91.3313131285585,92.0208593755057,-1.68286926293436,-4.47504192046813
"1354",2001-06-21,2001,"3077","3077_2001","Meta","12",1990,"Male",15.2,90,91.6828692629344,91.3313131285585,92.0208593755057,-1.68286926293436,-4.00457853560494
"1355",2010-06-24,2010,"1013C","1013C_2010","Meta","12",1999,"Male",16.6,93,91.6828692629344,91.3313131285585,92.0208593755057,1.31713073706564,0.192033104077956
"1356",2020-07-06,2020,"900118000002713","900118000002713_2020","Meta","8",2009,"Male",19.48,78,91.6828692629344,91.3313131285585,92.0208593755057,-13.6828692629344,-12.6828692629344
"1357",2010-07-22,2010,"2005A","2005A_2010","Meta","11",1999,"Female",25.5,87,91.6828692629344,91.3313131285585,92.0208593755057,-4.68286926293436,-5.28100687872828
"1358",2001-06-21,2001,"2311","2311_2001","Meta","12",1990,"Female",16.6,85,91.6828692629344,91.3313131285585,92.0208593755057,-6.68286926293436,-5.58071333347946
"1359",2009-06-25,2009,"71B","71B_2009","Meta","9",1998,"Male",24.01,95,91.6828692629344,91.3313131285585,92.0208593755057,3.31713073706564,2.35538153659249
"1360",1999-07-03,1999,"808A","808A_1999","Meta","11",1988,"Male",20,91,91.6828692629344,91.3313131285585,92.0208593755057,-0.682869262934361,-2.79127919323345
"1361",2022-07-21,2022,"900118000002982","900118000002982_2022","Meta","8",2011,"Female",30.14,92,91.6828692629344,91.3313131285585,92.0208593755057,0.317130737065639,-0.648747496545927
"1362",2009-07-28,2009,"209D","209D_2009","Meta","11",1998,"Male",30.71,93,91.6828692629344,91.3313131285585,92.0208593755057,1.31713073706564,1.4600484601666
"1363",2020-07-22,2020,"900118000002890","900118000002890_2020","Meta","11",2009,"Female",30.84,91,91.6828692629344,91.3313131285585,92.0208593755057,-0.682869262934361,3.10904807680088
"1364",2010-07-22,2010,"1043A","1043A_2010","Meta","11",1999,"Female",18.3,84,91.6828692629344,91.3313131285585,92.0208593755057,-7.68286926293436,-7.22426961325645
"1365",2021-07-05,2021,"982000167209417","982000167209417_2021","Meta","8",2010,"Female",25.9,95,91.6828692629344,91.3313131285585,92.0208593755057,3.31713073706564,3.81713073706564
"1366",2020-06-29,2020,"900118000002664","900118000002664_2020","Meta","1A",2009,"Female",21.29,92,91.6828692629344,91.3313131285585,92.0208593755057,0.317130737065639,-1.93647452544637
"1367",2012-07-09,2012,"1770B","1770B_2012","Meta","12",2001,"Female",19.12,90,91.6828692629344,91.3313131285585,92.0208593755057,-1.68286926293436,-0.852916500131675
"1368",2010-07-03,2010,"2012A","2012A_2010","Meta","8",1999,"Female",33.5,95,91.6828692629344,91.3313131285585,92.0208593755057,3.31713073706564,3.73692218610049
"1369",2010-06-22,2010,"2012A","2012A_2010","Meta","8",1999,"Female",26.8,96,91.6828692629344,91.3313131285585,92.0208593755057,4.31713073706564,3.73692218610049
"1370",2010-07-07,2010,"2005A","2005A_2010","Meta","12",1999,"Female",15.5,82,91.6828692629344,91.3313131285585,92.0208593755057,-9.68286926293436,-5.28100687872828
"1371",2010-07-19,2010,"230B","230B_2010","Meta","8",1998,"Female",32.8,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-0.426765152164222
"1372",2021-07-21,2021,"900118000002890","900118000002890_2021","Meta","11",2009,"Female",28.85,96,92.414566780553,92.0677995900315,92.7506415613489,3.58543321944703,3.10904807680088
"1373",2000-07-20,2000,"808A","808A_2000","Meta","11",1988,"Male",24.4,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,-2.79127919323345
"1374",2000-07-20,2000,"676","676_2000","Meta","11",1988,"Female",24.9,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,-1.78770276086049
"1375",2021-07-12,2021,"900118000002634","900118000002634_2021","Meta","8",2009,"Female",20.63,89,92.414566780553,92.0677995900315,92.7506415613489,-3.41456678055297,-2.91456678055297
"1376",2011-07-27,2011,"3044","3044_2011","Meta","13",1999,"Female",15.7,83,92.414566780553,92.0677995900315,92.7506415613489,-9.41456678055297,-11.8999623036143
"1377",2021-07-27,2021,"900118000002890","900118000002890_2021","Meta","11",2009,"Female",28.77,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,3.10904807680088
"1378",2021-07-21,2021,"900118000002745","900118000002745_2021","Meta","5",2009,"Male",21.62,87,92.414566780553,92.0677995900315,92.7506415613489,-5.41456678055297,-5.73164240114832
"1379",2010-07-19,2010,"120D","120D_2010","Meta","8",1998,"Female",34.9,99,92.414566780553,92.0677995900315,92.7506415613489,6.58543321944703,5.12629960117784
"1380",2021-06-14,2021,"900118000002720","900118000002720_2021","Meta","1",2009,"Female",24.75,101,92.414566780553,92.0677995900315,92.7506415613489,8.58543321944703,7.7550067466685
"1381",2012-07-05,2012,"3201A","3201A_2012","Meta","9",2000,"Female",25.58,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,2.80355275019671
"1382",2021-06-14,2021,"900118000003084","900118000003084_2021","Meta","1",2009,"Male",18,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,-1.02183268327477
"1383",2010-07-22,2010,"400G","400G_2010","Meta","13",1998,"Male",29,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-2.47729678516305
"1384",2011-07-09,2011,"24E","24E_2011","Meta","8",1999,"Male",18.8,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,0.100417383583637
"1385",2010-07-22,2010,"209D","209D_2010","Meta","11",1998,"Male",33.4,96,92.414566780553,92.0677995900315,92.7506415613489,3.58543321944703,1.4600484601666
"1386",2019-07-30,2019,"1492","1492_2019","Meta","8",2007,"Male",22.81,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-0.601980680847094
"1387",2010-06-24,2010,"209D","209D_2010","Meta","12",1998,"Male",23.2,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,1.4600484601666
"1388",2012-06-30,2012,"3302","3302_2012","Meta","8",2000,"Male",35.8,100,92.414566780553,92.0677995900315,92.7506415613489,7.58543321944703,10.8267078949253
"1389",2021-06-25,2021,"900118000002890","900118000002890_2021","Meta","11",2009,"Female",24.4,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,3.10904807680088
"1390",2010-07-19,2010,"122A","122A_2010","Meta","11",1998,"Female",33.3,93,92.414566780553,92.0677995900315,92.7506415613489,0.585433219447026,-0.242708697032156
"1391",2021-06-30,2021,"900118000002845","900118000002845_2021","Meta","1A",2009,"Female",18.23,87,92.414566780553,92.0677995900315,92.7506415613489,-5.41456678055297,-4.91456678055297
"1392",2021-06-30,2021,"900118000002866","900118000002866_2021","Meta","8",2009,"Female",23.5,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,-0.747900113886307
"1393",2020-07-22,2020,"982000167193571","982000167193571_2020","Meta","9",2008,"Male",22.57,88,92.414566780553,92.0677995900315,92.7506415613489,-4.41456678055297,-6.73070335908611
"1394",2013-07-07,2013,"2310C","2310C_2013","Meta","11",2001,"Male",23.9,98,92.414566780553,92.0677995900315,92.7506415613489,5.58543321944703,4.91963557562969
"1395",2019-07-24,2019,"1492","1492_2019","Meta","8",2007,"Male",19.49,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,-0.601980680847094
"1396",2010-07-19,2010,"92D","92D_2010","Meta","11",1998,"Male",34.4,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,2.40375601145166
"1397",2010-06-28,2010,"205E","205E_2010","Meta","6",1998,"Female",22.5,98,92.414566780553,92.0677995900315,92.7506415613489,5.58543321944703,2.90569288910262
"1398",2000-07-13,2000,"687","687_2000","Meta","12",1988,"Male",31.9,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,4.49938265500642
"1399",2010-06-21,2010,"404C","404C_2010","Meta","1",1998,"Male",27.3,104,92.414566780553,92.0677995900315,92.7506415613489,11.585433219447,6.78651774350518
"1400",2020-07-20,2020,"900118000002639","900118000002639_2020","Meta","1A",2008,"Male",22.82,96,92.414566780553,92.0677995900315,92.7506415613489,3.58543321944703,3.99952713531304
"1401",2014-06-26,2014,"4359424A3D","4359424A3D_2014","Meta","6",2002,"Male",13.2,81,92.414566780553,92.0677995900315,92.7506415613489,-11.414566780553,-14.810498560476
"1402",2022-07-21,2022,"900118000002813","900118000002813_2022","Meta","8",2010,"Female",22.67,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-3.100982130145
"1403",2011-07-26,2011,"1045A","1045A_2011","Meta","17",1999,"Female",17,82,92.414566780553,92.0677995900315,92.7506415613489,-10.414566780553,-4.74425229310806
"1404",2010-06-18,2010,"707","707_2010","Meta","12",1998,"Female",35.5,98,92.414566780553,92.0677995900315,92.7506415613489,5.58543321944703,3.53788162494074
"1405",2013-07-22,2013,"1470","1470_2013","Meta","6",2001,"Male",15.5,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,1.76590342237982
"1406",2013-06-12,2013,"435B22680B","435B22680B_2013","Meta","12",2001,"Male",10.74,80,92.414566780553,92.0677995900315,92.7506415613489,-12.414566780553,-8.8615833831114
"1407",2000-07-20,2000,"4","4_2000","Meta","11",1988,"Female",24.2,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,0.297194333226011
"1408",2010-07-23,2010,"400G","400G_2010","Meta","13",1998,"Male",29,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-2.47729678516305
"1409",2019-07-18,2019,"1492","1492_2019","Meta","8",2007,"Male",16.51,89,92.414566780553,92.0677995900315,92.7506415613489,-3.41456678055297,-0.601980680847094
"1410",2012-07-17,2012,"9241","9241_2012","Meta","8",2000,"Male",19.87,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,4.27582112432681
"1411",2010-07-03,2010,"92D","92D_2010","Meta","11",1998,"Male",27.3,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,2.40375601145166
"1412",2020-07-14,2020,"900118000002639","900118000002639_2020","Meta","1A",2008,"Male",23.97,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,3.99952713531304
"1413",2000-07-13,2000,"632","632_2000","Meta","12",1988,"Male",27,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,4.98785044761502
"1414",2010-07-03,2010,"404C","404C_2010","Meta","8",1998,"Male",29.9,102,92.414566780553,92.0677995900315,92.7506415613489,9.58543321944703,6.78651774350518
"1415",2021-07-12,2021,"900118000002890","900118000002890_2021","Meta","11",2009,"Female",26.7,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,3.10904807680088
"1416",2010-07-23,2010,"421B","421B_2010","Meta","8",1998,"Female",40.7,99,92.414566780553,92.0677995900315,92.7506415613489,6.58543321944703,2.79962280088837
"1417",2003-06-11,2003,"3774A","3774A_2003","Meta","9",1991,"Male",23.4,99,92.414566780553,92.0677995900315,92.7506415613489,6.58543321944703,7.25114976833647
"1418",2000-08-01,2000,"608","608_2000","Meta","8",1988,"Female",44.8,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,1.71767946671962
"1419",2000-08-01,2000,"676","676_2000","Meta","11",1988,"Female",22.6,89,92.414566780553,92.0677995900315,92.7506415613489,-3.41456678055297,-1.78770276086049
"1420",2010-07-03,2010,"552A","552A_2010","Meta","16",1998,"Female",28.4,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,1.13179457576791
"1421",2012-07-05,2012,"9100","9100_2012","Meta","9",2000,"Male",23.15,98,92.414566780553,92.0677995900315,92.7506415613489,5.58543321944703,7.0161650694733
"1422",2000-06-10,2000,"1117","1117_2000","Meta","1",1988,"Female",26.6,96,92.414566780553,92.0677995900315,92.7506415613489,3.58543321944703,3.22827309486116
"1423",2020-07-27,2020,"982000167193571","982000167193571_2020","Meta","12",2008,"Male",21.73,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-6.73070335908611
"1424",2002-06-20,2002,"2331","2331_2002","Meta","6",1990,"Male",21.2,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,-3.36988724701218
"1425",2010-07-22,2010,"797B","797B_2010","Meta","11",1998,"Female",37.6,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-1.65957089540867
"1426",2010-07-22,2010,"112A","112A_2010","Meta","11",1998,"Female",39.4,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,2.79000671816096
"1427",2012-07-18,2012,"3201A","3201A_2012","Meta","10",2000,"Female",26.44,93,92.414566780553,92.0677995900315,92.7506415613489,0.585433219447026,2.80355275019671
"1428",2010-07-19,2010,"112A","112A_2010","Meta","11",1998,"Female",38.7,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,2.79000671816096
"1429",2001-07-12,2001,"1727","1727_2001","Meta","8",1989,"Female",13.4,87,92.414566780553,92.0677995900315,92.7506415613489,-5.41456678055297,-5.41456678055297
"1430",2022-07-25,2022,"900118000002813","900118000002813_2022","Meta","8",2010,"Female",24.63,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-3.100982130145
"1431",2013-07-22,2013,"30D","30D_2013","Meta","9",2001,"Male",29.13,99,92.414566780553,92.0677995900315,92.7506415613489,6.58543321944703,6.08543321944703
"1432",2000-07-13,2000,"1078","1078_2000","Meta","8",1988,"Female",40.8,98,92.414566780553,92.0677995900315,92.7506415613489,5.58543321944703,3.91916744412532
"1433",2000-07-18,2000,"797","797_2000","Meta","1",1988,"Male",23.1,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,6.12041584491895
"1434",2012-07-25,2012,"9241","9241_2012","Meta","8",2000,"Male",19.35,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,4.27582112432681
"1435",2010-07-22,2010,"122A","122A_2010","Meta","11",1998,"Female",37,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-0.242708697032156
"1436",2012-07-18,2012,"9100","9100_2012","Meta","10",2000,"Male",21.54,99,92.414566780553,92.0677995900315,92.7506415613489,6.58543321944703,7.0161650694733
"1437",2000-07-13,2000,"608","608_2000","Meta","8",1988,"Female",47.8,98,92.414566780553,92.0677995900315,92.7506415613489,5.58543321944703,1.71767946671962
"1438",2010-07-15,2010,"917","917_2010","Meta","52",1998,"Male",39.1,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,6.25047966137949
"1439",2020-07-13,2020,"4359596709","4359596709_2020","Meta","11",2008,"Female",36.82,93,92.414566780553,92.0677995900315,92.7506415613489,0.585433219447026,1.29822260591238
"1440",2000-06-10,2000,"6","6_2000","Meta","1",1988,"Female",22,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-1.48888725990007
"1441",2012-07-07,2012,"2901C","2901C_2012","Meta","8",2000,"Male",27.52,99,92.414566780553,92.0677995900315,92.7506415613489,6.58543321944703,5.77811517021031
"1442",2010-07-16,2010,"400G","400G_2010","Meta","13",1998,"Male",28.8,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,-2.47729678516305
"1443",2010-07-19,2010,"797B","797B_2010","Meta","11",1998,"Female",35.9,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-1.65957089540867
"1444",2003-07-22,2003,"7250","7250_2003","Meta","9",1991,"Male",31.5,98,92.414566780553,92.0677995900315,92.7506415613489,5.58543321944703,6.91495267909942
"1445",2010-06-29,2010,"707","707_2010","Meta","11",1998,"Female",31.4,98,92.414566780553,92.0677995900315,92.7506415613489,5.58543321944703,3.53788162494074
"1446",2010-06-29,2010,"209D","209D_2010","Meta","11",1998,"Male",24,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,1.4600484601666
"1447",2010-07-03,2010,"707","707_2010","Meta","11",1998,"Female",33.8,99,92.414566780553,92.0677995900315,92.7506415613489,6.58543321944703,3.53788162494074
"1448",2012-06-30,2012,"2901C","2901C_2012","Meta","8",2000,"Male",28.48,100,92.414566780553,92.0677995900315,92.7506415613489,7.58543321944703,5.77811517021031
"1449",2010-07-21,2010,"712","712_2010","Meta","1A",1998,"Female",24.1,88,92.414566780553,92.0677995900315,92.7506415613489,-4.41456678055297,-4.81727614939742
"1450",2010-07-08,2010,"404C","404C_2010","Meta","8",1998,"Male",34.3,102,92.414566780553,92.0677995900315,92.7506415613489,9.58543321944703,6.78651774350518
"1451",2010-07-03,2010,"122A","122A_2010","Meta","11",1998,"Female",22.6,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-0.242708697032156
"1452",2020-07-07,2020,"4359596709","4359596709_2020","Meta","11",2008,"Female",35.86,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,1.29822260591238
"1453",2021-06-17,2021,"900118000002775","900118000002775_2021","Meta","1",2009,"Male",20.75,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,-1.05362637468739
"1454",2020-07-06,2020,"434D432441","434D432441_2020","Meta","8",2008,"Male",30.25,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,1.40943308032832
"1455",2000-08-01,2000,"1078","1078_2000","Meta","8",1988,"Female",43.2,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,3.91916744412532
"1456",2010-07-08,2010,"421B","421B_2010","Meta","8",1998,"Female",36.8,101,92.414566780553,92.0677995900315,92.7506415613489,8.58543321944703,2.79962280088837
"1457",2010-06-28,2010,"119A","119A_2010","Meta","8",1998,"Male",18.8,96,92.414566780553,92.0677995900315,92.7506415613489,3.58543321944703,2.13421885616222
"1458",2000-08-01,2000,"4","4_2000","Meta","11",1988,"Female",24,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,0.297194333226011
"1459",2020-07-01,2020,"4359596709","4359596709_2020","Meta","11",2008,"Female",31.32,93,92.414566780553,92.0677995900315,92.7506415613489,0.585433219447026,1.29822260591238
"1460",2013-07-22,2013,"1100F","1100F_2013","Meta","11",2001,"Male",15.07,83,92.414566780553,92.0677995900315,92.7506415613489,-9.41456678055297,-5.92881639623802
"1461",2021-07-12,2021,"900118000003084","900118000003084_2021","Meta","13",2009,"Male",29.48,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,-1.02183268327477
"1462",2010-07-19,2010,"119A","119A_2010","Meta","8",1998,"Male",28.4,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,2.13421885616222
"1463",2011-07-03,2011,"1042B","1042B_2011","Meta","8",1999,"Female",26.3,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,0.0921622000441232
"1464",2014-07-10,2014,"4359424A3D","4359424A3D_2014","Meta","6",2002,"Male",12.94,80,92.414566780553,92.0677995900315,92.7506415613489,-12.414566780553,-14.810498560476
"1465",2010-07-30,2010,"230B","230B_2010","Meta","8",1998,"Female",32.7,93,92.414566780553,92.0677995900315,92.7506415613489,0.585433219447026,-0.426765152164222
"1466",2021-07-05,2021,"900118000002634","900118000002634_2021","Meta","8",2009,"Female",19.72,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-2.91456678055297
"1467",2010-06-28,2010,"404C","404C_2010","Meta","8",1998,"Male",26.5,103,92.414566780553,92.0677995900315,92.7506415613489,10.585433219447,6.78651774350518
"1468",2013-06-26,2013,"1470","1470_2013","Meta","6",2001,"Male",17.41,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,1.76590342237982
"1469",2013-07-07,2013,"1240B","1240B_2013","Meta","10",2001,"Male",14.1,85,92.414566780553,92.0677995900315,92.7506415613489,-7.41456678055297,-5.85485487955509
"1470",2010-07-03,2010,"797B","797B_2010","Meta","11",1998,"Female",25.8,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-1.65957089540867
"1471",2011-07-27,2011,"2011A","2011A_2011","Meta","13",1999,"Female",20.6,100,92.414566780553,92.0677995900315,92.7506415613489,7.58543321944703,7.6739111845033
"1472",2010-06-19,2010,"112A","112A_2010","Meta","10",1998,"Female",26.5,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,2.79000671816096
"1473",2012-07-05,2012,"2707A","2707A_2012","Meta","9",2000,"Male",17.16,88,92.414566780553,92.0677995900315,92.7506415613489,-4.41456678055297,-3.77438348435737
"1474",2011-07-27,2011,"72D","72D_2011","Meta","8",1999,"Male",20.6,88,92.414566780553,92.0677995900315,92.7506415613489,-4.41456678055297,-1.75238521428364
"1475",2021-07-07,2021,"900118000003084","900118000003084_2021","Meta","13",2009,"Male",26.76,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-1.02183268327477
"1476",2021-06-18,2021,"900118000002866","900118000002866_2021","Meta","8",2009,"Female",22.06,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-0.747900113886307
"1477",2013-07-15,2013,"2310C","2310C_2013","Meta","11",2001,"Male",24.67,99,92.414566780553,92.0677995900315,92.7506415613489,6.58543321944703,4.91963557562969
"1478",2011-07-27,2011,"7972","7972_2011","Meta","52",1999,"Male",19.5,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,2.11581560673218
"1479",2010-07-03,2010,"120D","120D_2010","Meta","8",1998,"Female",30.3,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,5.12629960117784
"1480",2013-07-07,2013,"1100F","1100F_2013","Meta","11",2001,"Male",13.02,83,92.414566780553,92.0677995900315,92.7506415613489,-9.41456678055297,-5.92881639623802
"1481",2020-07-14,2020,"982000167193571","982000167193571_2020","Meta","9",2008,"Male",23.85,89,92.414566780553,92.0677995900315,92.7506415613489,-3.41456678055297,-6.73070335908611
"1482",2011-07-18,2011,"2012A","2012A_2011","Meta","8",1999,"Female",30.9,97,92.414566780553,92.0677995900315,92.7506415613489,4.58543321944703,3.73692218610049
"1483",2014-07-10,2014,"435B071B17","435B071B17_2014","Meta","6",2002,"Female",11.47,84,92.414566780553,92.0677995900315,92.7506415613489,-8.41456678055297,6.6384166168886
"1484",2010-06-24,2010,"92D","92D_2010","Meta","12",1998,"Male",24.5,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,2.40375601145166
"1485",2022-07-06,2022,"900118000002813","900118000002813_2022","Meta","8",2010,"Female",24.55,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-3.100982130145
"1486",2010-06-22,2010,"119A","119A_2010","Meta","8",1998,"Male",19,95,92.414566780553,92.0677995900315,92.7506415613489,2.58543321944703,2.13421885616222
"1487",2010-06-28,2010,"120D","120D_2010","Meta","8",1998,"Female",27.4,100,92.414566780553,92.0677995900315,92.7506415613489,7.58543321944703,5.12629960117784
"1488",2010-07-21,2010,"552A","552A_2010","Meta","1A",1998,"Female",22.5,91,92.414566780553,92.0677995900315,92.7506415613489,-1.41456678055297,1.13179457576791
"1489",2012-07-07,2012,"5904","5904_2012","Meta","8",2000,"Female",16.26,80,92.414566780553,92.0677995900315,92.7506415613489,-12.414566780553,-13.9609370967491
"1490",2000-06-10,2000,"676","676_2000","Meta","1",1988,"Female",24,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-1.78770276086049
"1491",2000-07-13,2000,"648","648_2000","Meta","12",1988,"Male",18.8,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,0.951281978256333
"1492",2013-06-26,2013,"420D","420D_2013","Meta","8",2001,"Female",26.6,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-1.02599655879492
"1493",2012-07-07,2012,"3302","3302_2012","Meta","8",2000,"Male",34.69,103,92.414566780553,92.0677995900315,92.7506415613489,10.585433219447,10.8267078949253
"1494",2021-06-28,2021,"900118000002745","900118000002745_2021","Meta","5",2009,"Male",18.32,87,92.414566780553,92.0677995900315,92.7506415613489,-5.41456678055297,-5.73164240114832
"1495",2010-06-30,2010,"230B","230B_2010","Meta","1",1998,"Female",23.2,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-0.426765152164222
"1496",2010-06-24,2010,"122A","122A_2010","Meta","11",1998,"Female",21.7,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-0.242708697032156
"1497",2021-06-14,2021,"900118000002700","900118000002700_2021","Meta","9",2009,"Female",17.82,90,92.414566780553,92.0677995900315,92.7506415613489,-2.41456678055297,-3.91456678055297
"1498",2013-06-26,2013,"920A","920A_2013","Meta","8",2001,"Female",22.56,94,92.414566780553,92.0677995900315,92.7506415613489,1.58543321944703,1.65371025105127
"1499",2002-06-19,2002,"2509","2509_2002","Meta","12",1990,"Female",23.2,92,92.414566780553,92.0677995900315,92.7506415613489,-0.414566780552974,-3.38516359447229
